"Tweet Text Cleaned:","Search Term:","getCreatedAt:","getUserLocation:","getUser:","USER.getScreenName:","USER.getDescription:","USER.getFollowersCount:","USER.getFriendsCount:","USER.getId:","USER.getLang:","USER.getLocation:","USER.getName:","USER.getStatus:","USER.getTimeZone:","USER.isGeoEnabled:","getPlace:","getGeoLocation:","getId:","getContributors:","getCurrentUserRetweetId:","getRetweetCount:","getRetweetedStatus:","getSource:","isFavorited:","User Language:"
"Preventing the #Flu: Good #Health Habits Can Help Stop Germs http://t.co/AHRjfChF3w #vaccine #fightflu #HealthTip #washhands #fluvaccine","CDC Vaccine","Thu May 01 05:40:19 EDT 2014","","UserJSONImpl{id=1949658619, name='#Flu', screenName='FluTuz', location='', description='Latest news about #flu.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000572041564/7671014108c66542e72b124a7986c13a_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000572041564/7671014108c66542e72b124a7986c13a_normal.jpeg', url='null', isProtected=false, followersCount=72, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=13, createdAt=Wed Oct 09 12:30:53 EDT 2013, favouritesCount=0, utcOffset=-1, timeZone='null', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=2048, isGeoEnabled=false, isVerified=false, translator=false, listedCount=3, isFollowRequestSent=false}","FluTuz","Latest news about #flu.","72","13","1949658619","en","","#Flu","null","null","false","null","null","461802285698658304","[J@24148662","-1","0","null","<a href=https://twitter.com/ rel=nofollow>Tuz Works</a>","false","en"
"Highly educated parents are eschewing CDC schedule and vaccinating their children at a different pace http://t.co/eQFG8upgi6 #CDCvax","CDC Vaccine","Thu May 01 05:00:05 EDT 2014","in browsers all over the world","UserJSONImpl{id=112724522, name='Vaccine Calculator', screenName='VaxCalc', location='in browsers all over the world', description='Provide visibility into vaccine ingredients to help you make informed choices.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/433577637538054145/LhwzfOEe_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/433577637538054145/LhwzfOEe_normal.png', url='http://t.co/Y96B1L7Ji1', isProtected=false, followersCount=2439, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=26, createdAt=Tue Feb 09 09:06:26 EST 2010, favouritesCount=40, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/73792648/header_bkgrnd.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/73792648/header_bkgrnd.jpg', profileBackgroundTiled=true, lang='en', statusesCount=28021, isGeoEnabled=false, isVerified=false, translator=false, listedCount=92, isFollowRequestSent=false}","VaxCalc","Provide visibility into vaccine ingredients to help you make informed choices.","2439","26","112724522","en","in browsers all over the world","Vaccine Calculator","null","Eastern Time (US & Canada)","false","null","null","461792162410409984","[J@3f829e6f","-1","3","null","<a href=http://dev.instantactivist.net rel=nofollow>Instant Activist</a>","false","en"
"RT @uranusaturn: #Measles: Make Sure Your Child Is Fully Immunized | #CDC Features http://t.co/FGr4rHynnS #IMMUNIZATION #HEALTH #VACCINE #M…","CDC Vaccine","Thu May 01 04:55:10 EDT 2014","","UserJSONImpl{id=478673130, name='Placebo™ ', screenName='SeoulKing12', location='', description='??? ?? ????? ?? ??? ?? ??? ????', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/459556056020955136/zwzFrb2T_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/459556056020955136/zwzFrb2T_normal.jpeg', url='null', isProtected=false, followersCount=69, status=null, profileBackgroundColor='642D8B', profileTextColor='3D1957', profileLinkColor='FF0000', profileSidebarFillColor='7AC3EE', profileSidebarBorderColor='65B0DA', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=218, createdAt=Mon Jan 30 09:57:23 EST 2012, favouritesCount=681, utcOffset=32400, timeZone='Seoul', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme10/bg.gif', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme10/bg.gif', profileBackgroundTiled=true, lang='en', statusesCount=3831, isGeoEnabled=true, isVerified=false, translator=false, listedCount=1, isFollowRequestSent=false}","SeoulKing12","??? ?? ????? ?? ??? ?? ??? ????","69","218","478673130","en","","Placebo™ ","null","Seoul","true","null","null","461790925274877952","[J@186fa9fc","-1","3","StatusJSONImpl{createdAt=Wed Apr 30 12:57:44 EDT 2014, id=461549976808468480, text='#Measles: Make Sure Your Child Is Fully Immunized | #CDC Features http://t.co/FGr4rHynnS #IMMUNIZATION #HEALTH #VACCINE #MMR', source='<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=1, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=3, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/FGr4rHynnS', expandedURL='http://www.cdc.gov/features/measles/index.html', displayURL='cdc.gov/features/measl…'}], hashtagEntities=[HashtagEntityJSONImpl{text='Measles'}, HashtagEntityJSONImpl{text='CDC'}, HashtagEntityJSONImpl{text='IMMUNIZATION'}, HashtagEntityJSONImpl{text='HEALTH'}, HashtagEntityJSONImpl{text='VACCINE'}, HashtagEntityJSONImpl{text='MMR'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=50843675, name='D', screenName='uranusaturn', location='USA', description='simple, eccentric, candid, curious, unpredictable, morbid sense of humour, a sui generis force of nature, ask-but if i have to tell you, i will have to kill you', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/433691538653052928/CCfoVBAy_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/433691538653052928/CCfoVBAy_normal.jpeg', url='https://t.co/PvbXFwCgYF', isProtected=false, followersCount=619, status=null, profileBackgroundColor='010142', profileTextColor='2607D6', profileLinkColor='1BDCF5', profileSidebarFillColor='360112', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=154, createdAt=Thu Jun 25 20:38:14 EDT 2009, favouritesCount=16, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/688863852/0078e57a60d1ee4b2299f9b35b0bb44b.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/688863852/0078e57a60d1ee4b2299f9b35b0bb44b.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=36033, isGeoEnabled=false, isVerified=false, translator=false, listedCount=8, isFollowRequestSent=false}}","<a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>","false","en"
"RT @uranusaturn: #Measles: Make Sure Your Child Is Fully Immunized | #CDC Features http://t.co/FGr4rHynnS #IMMUNIZATION #HEALTH #VACCINE #M…","CDC Vaccine","Thu May 01 04:43:46 EDT 2014","Melbourne, Australia","UserJSONImpl{id=35084541, name='Dame Vaxalot', screenName='nursereb', location='Melbourne, Australia', description='Native Texan living and loving it up in Australia ;-) Proud and LOUD Immunisation Nurse; RN in Pediatric Intensive Care; all comments are my very own.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/2181302303/image_normal.jpg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/2181302303/image_normal.jpg', url='null', isProtected=false, followersCount=691, status=null, profileBackgroundColor='FFFFFF', profileTextColor='223A28', profileLinkColor='6E0D36', profileSidebarFillColor='E1C547', profileSidebarBorderColor='A66F0C', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=1709, createdAt=Fri Apr 24 20:02:10 EDT 2009, favouritesCount=1140, utcOffset=36000, timeZone='Melbourne', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/192805084/freetwitterl-2--un-1-.br.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/192805084/freetwitterl-2--un-1-.br.jpg', profileBackgroundTiled=false, lang='en', statusesCount=25294, isGeoEnabled=true, isVerified=false, translator=false, listedCount=17, isFollowRequestSent=false}","nursereb","Native Texan living and loving it up in Australia ;-) Proud and LOUD Immunisation Nurse; RN in Pediatric Intensive Care; all comments are my very own.","691","1709","35084541","en","Melbourne, Australia","Dame Vaxalot","null","Melbourne","true","null","null","461788054726791169","[J@4b00ebec","-1","3","StatusJSONImpl{createdAt=Wed Apr 30 12:57:44 EDT 2014, id=461549976808468480, text='#Measles: Make Sure Your Child Is Fully Immunized | #CDC Features http://t.co/FGr4rHynnS #IMMUNIZATION #HEALTH #VACCINE #MMR', source='<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=1, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=3, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/FGr4rHynnS', expandedURL='http://www.cdc.gov/features/measles/index.html', displayURL='cdc.gov/features/measl…'}], hashtagEntities=[HashtagEntityJSONImpl{text='Measles'}, HashtagEntityJSONImpl{text='CDC'}, HashtagEntityJSONImpl{text='IMMUNIZATION'}, HashtagEntityJSONImpl{text='HEALTH'}, HashtagEntityJSONImpl{text='VACCINE'}, HashtagEntityJSONImpl{text='MMR'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=50843675, name='D', screenName='uranusaturn', location='USA', description='simple, eccentric, candid, curious, unpredictable, morbid sense of humour, a sui generis force of nature, ask-but if i have to tell you, i will have to kill you', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/433691538653052928/CCfoVBAy_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/433691538653052928/CCfoVBAy_normal.jpeg', url='https://t.co/PvbXFwCgYF', isProtected=false, followersCount=619, status=null, profileBackgroundColor='010142', profileTextColor='2607D6', profileLinkColor='1BDCF5', profileSidebarFillColor='360112', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=154, createdAt=Thu Jun 25 20:38:14 EDT 2009, favouritesCount=16, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/688863852/0078e57a60d1ee4b2299f9b35b0bb44b.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/688863852/0078e57a60d1ee4b2299f9b35b0bb44b.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=36033, isGeoEnabled=false, isVerified=false, translator=false, listedCount=8, isFollowRequestSent=false}}","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
"RT @uranusaturn: #Measles: Make Sure Your Child Is Fully Immunized | #CDC Features http://t.co/FGr4rHynnS #IMMUNIZATION #HEALTH #VACCINE #M…","CDC Vaccine","Thu May 01 04:40:51 EDT 2014","","UserJSONImpl{id=205670342, name='VaccinesToday', screenName='VaccinesToday', location='', description='Vaccines Today is an online platform, supported by Vaccines Europe, for discussing vaccines and vaccination. https://t.co/ckNSSCQJxz', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1150063383/logo2_normal.jpg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1150063383/logo2_normal.jpg', url='http://t.co/nb6qLoEQYp', isProtected=false, followersCount=3725, status=null, profileBackgroundColor='F57129', profileTextColor='000000', profileLinkColor='FFAA00', profileSidebarFillColor='FFFFFF', profileSidebarBorderColor='F6F29C', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=3472, createdAt=Thu Oct 21 07:06:14 EDT 2010, favouritesCount=16, utcOffset=7200, timeZone='Brussels', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/209104950/Twitter.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/209104950/Twitter.jpg', profileBackgroundTiled=false, lang='en', statusesCount=4795, isGeoEnabled=false, isVerified=false, translator=false, listedCount=108, isFollowRequestSent=false}","VaccinesToday","Vaccines Today is an online platform, supported by Vaccines Europe, for discussing vaccines and vaccination. https://t.co/ckNSSCQJxz","3725","3472","205670342","en","","VaccinesToday","null","Brussels","false","null","null","461787321562845185","[J@2980f96c","-1","3","StatusJSONImpl{createdAt=Wed Apr 30 12:57:44 EDT 2014, id=461549976808468480, text='#Measles: Make Sure Your Child Is Fully Immunized | #CDC Features http://t.co/FGr4rHynnS #IMMUNIZATION #HEALTH #VACCINE #MMR', source='<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>', isTruncated=false, inReplyToStatusId=-1, inReplyToUserId=-1, isFavorited=false, isRetweeted=false, favoriteCount=1, inReplyToScreenName='null', geoLocation=null, place=null, retweetCount=3, isPossiblySensitive=false, isoLanguageCode='en', lang='en', contributorsIDs=[], retweetedStatus=null, userMentionEntities=[], urlEntities=[URLEntityJSONImpl{url='http://t.co/FGr4rHynnS', expandedURL='http://www.cdc.gov/features/measles/index.html', displayURL='cdc.gov/features/measl…'}], hashtagEntities=[HashtagEntityJSONImpl{text='Measles'}, HashtagEntityJSONImpl{text='CDC'}, HashtagEntityJSONImpl{text='IMMUNIZATION'}, HashtagEntityJSONImpl{text='HEALTH'}, HashtagEntityJSONImpl{text='VACCINE'}, HashtagEntityJSONImpl{text='MMR'}], mediaEntities=[], symbolEntities=[], currentUserRetweetId=-1, user=UserJSONImpl{id=50843675, name='D', screenName='uranusaturn', location='USA', description='simple, eccentric, candid, curious, unpredictable, morbid sense of humour, a sui generis force of nature, ask-but if i have to tell you, i will have to kill you', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/433691538653052928/CCfoVBAy_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/433691538653052928/CCfoVBAy_normal.jpeg', url='https://t.co/PvbXFwCgYF', isProtected=false, followersCount=619, status=null, profileBackgroundColor='010142', profileTextColor='2607D6', profileLinkColor='1BDCF5', profileSidebarFillColor='360112', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=154, createdAt=Thu Jun 25 20:38:14 EDT 2009, favouritesCount=16, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/688863852/0078e57a60d1ee4b2299f9b35b0bb44b.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/688863852/0078e57a60d1ee4b2299f9b35b0bb44b.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=36033, isGeoEnabled=false, isVerified=false, translator=false, listedCount=8, isFollowRequestSent=false}}","<a href=http://www.hootsuite.com rel=nofollow>HootSuite</a>","false","en"
"Vaccines have saved 732,000 lives over 20 years, CDC says http://t.co/cRfWRkLfjW","CDC Vaccine","Thu May 01 04:38:00 EDT 2014","BIrmingham,AL","UserJSONImpl{id=1482957122, name='Jimmy Bearden', screenName='jimmy_bearden', location='BIrmingham,AL', description='Jimmy Bearden is a National Account Manager for Interstar Transportation in Birmingham Alabama Check out my Blog http://t.co/tUUbjVAMjI', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000653026377/c7941304b4b14e4d250ede9c7e26f960_normal.png', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000653026377/c7941304b4b14e4d250ede9c7e26f960_normal.png', url='http://t.co/wt6AFLHDla', isProtected=false, followersCount=670, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='000000', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=918, createdAt=Tue Jun 04 14:35:53 EDT 2013, favouritesCount=5, utcOffset=-18000, timeZone='Central Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/378800000102773688/3d3ce5de9578c9a56109506e5c4819a0.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/378800000102773688/3d3ce5de9578c9a56109506e5c4819a0.jpeg', profileBackgroundTiled=false, lang='en', statusesCount=11073, isGeoEnabled=false, isVerified=false, translator=false, listedCount=6, isFollowRequestSent=false}","jimmy_bearden","Jimmy Bearden is a National Account Manager for Interstar Transportation in Birmingham Alabama Check out my Blog http://t.co/tUUbjVAMjI","670","918","1482957122","en","BIrmingham,AL","Jimmy Bearden","null","Central Time (US & Canada)","false","null","null","461786604806606848","[J@527736bd","-1","0","null","<a href=http://bufferapp.com rel=nofollow>Buffer</a>","false","en"
"A Major Development In The Vaccine Autism Link Exposes The CDC’s Cover Up http://t.co/Zx2Nk2xN6Y via @rinf_community","CDC Vaccine","Thu May 01 04:22:23 EDT 2014","","UserJSONImpl{id=1882302079, name='lenin nightingale', screenName='leninnightingal', location='', description='Free thinker. Nurse who for decades challenged the nursing establishment,echoing voices of the silent many.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000730493696/193fcefd86826ce4acdd964b6dfa0bc9_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000730493696/193fcefd86826ce4acdd964b6dfa0bc9_normal.jpeg', url='http://t.co/Opl58VhspN', isProtected=false, followersCount=103, status=null, profileBackgroundColor='352726', profileTextColor='3E4415', profileLinkColor='2D4BCF', profileSidebarFillColor='99CC33', profileSidebarBorderColor='829D5E', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=144, createdAt=Thu Sep 19 03:29:53 EDT 2013, favouritesCount=4, utcOffset=3600, timeZone='Dublin', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme5/bg.gif', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme5/bg.gif', profileBackgroundTiled=false, lang='en', statusesCount=5062, isGeoEnabled=true, isVerified=false, translator=false, listedCount=2, isFollowRequestSent=false}","leninnightingal","Free thinker. Nurse who for decades challenged the nursing establishment,echoing voices of the silent many.","103","144","1882302079","en","","lenin nightingale","null","Dublin","true","null","null","461782671404711936","[J@10aadc97","-1","0","null","<a href=http://twitter.com/tweetbutton rel=nofollow>Tweet Button</a>","false","en"
"New 2014 CDC report: 1 in 68 kids in 2010 have autism. The vaccine safety debate isn’t going away. #vaccines  http://t.co/92kY1MxsFN","CDC Vaccine","Thu May 01 04:09:23 EDT 2014","NYC area","UserJSONImpl{id=264788351, name='David Lender', screenName='davidtlender', location='NYC area', description='Thriller author: Mickey Outside, Arab Summer, Rudiger, Sasha Del Mira Series, White Collar Crime Series and others. Loves wine, food, music, novels, exercise.', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1269878248/Facebook_Photo_normal.JPG', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1269878248/Facebook_Photo_normal.JPG', url='http://t.co/9rYEluVNHC', isProtected=false, followersCount=12565, status=null, profileBackgroundColor='050504', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='FAFAFA', profileSidebarBorderColor='000000', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=10592, createdAt=Sat Mar 12 08:19:19 EST 2011, favouritesCount=6, utcOffset=-14400, timeZone='Eastern Time (US & Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/444572850540662784/trLvQ3eQ.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/444572850540662784/trLvQ3eQ.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=89326, isGeoEnabled=false, isVerified=false, translator=false, listedCount=412, isFollowRequestSent=false}","davidtlender","Thriller author: Mickey Outside, Arab Summer, Rudiger, Sasha Del Mira Series, White Collar Crime Series and others. Loves wine, food, music, novels, exercise.","12565","10592","264788351","en","NYC area","David Lender","null","Eastern Time (US & Canada)","false","null","null","461779402385551360","[J@4178460d","-1","0","null","<a href=http://gremln.com rel=nofollow>Gremln</a>","false","en"
"Measles Press Conference: 50th Anniversary of Measles Vaccine | CDC Newsroom | CDC http://t.co/4pdgj8OmSa @CAV_AEP","CDC Vaccine","Thu May 01 03:48:56 EDT 2014","Islas Baleares","UserJSONImpl{id=395848471, name='SOPEBA', screenName='PediatriaBalear', location='Islas Baleares', description='Sociedad de Pediatria Balear', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1601338978/Sopeba_nombre_abajo2_normal.jpg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1601338978/Sopeba_nombre_abajo2_normal.jpg', url='http://t.co/hAJMXrMpsM', isProtected=false, followersCount=882, status=null, profileBackgroundColor='1A62BA', profileTextColor='333333', profileLinkColor='038543', profileSidebarFillColor='F6F6F6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=73, createdAt=Sat Oct 22 06:38:26 EDT 2011, favouritesCount=6188, utcOffset=7200, timeZone='Madrid', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/412770539/Sopeba_nombre_abajo_peq_con_mapa.jpg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/412770539/Sopeba_nombre_abajo_peq_con_mapa.jpg', profileBackgroundTiled=false, lang='es', statusesCount=7001, isGeoEnabled=false, isVerified=false, translator=false, listedCount=49, isFollowRequestSent=false}","PediatriaBalear","Sociedad de Pediatria Balear","882","73","395848471","es","Islas Baleares","SOPEBA","null","Madrid","false","null","null","461774254112243712","[J@3f3f210f","-1","0","null","<a href=https://twitter.com/download/android rel=nofollow>Twitter for Android Tablets</a>","false","es"
"Measles Press Conference: 50th Anniversary of Measles Vaccine | CDC Newsroom | CDC http://t.co/OKESAj6GRn","CDC Vaccine","Thu May 01 03:05:15 EDT 2014","España","UserJSONImpl{id=89184148, name='Comité Vacunas - AEP', screenName='CAV_AEP', location='España', description='Comité Asesor de Vacunas de la Asociación Española de Pediatría (CAV-AEP)', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/1232020056/AEP-logo-CAV-positivo-V__265_x_378__normal.jpg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/1232020056/AEP-logo-CAV-positivo-V__265_x_378__normal.jpg', url='http://t.co/1X2idWUcPB', isProtected=false, followersCount=3393, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=243, createdAt=Wed Nov 11 08:27:45 EST 2009, favouritesCount=11, utcOffset=7200, timeZone='Madrid', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/378800000139541797/cH9xKVRb.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/378800000139541797/cH9xKVRb.jpeg', profileBackgroundTiled=false, lang='es', statusesCount=743, isGeoEnabled=false, isVerified=false, translator=false, listedCount=115, isFollowRequestSent=false}","CAV_AEP","Comité Asesor de Vacunas de la Asociación Española de Pediatría (CAV-AEP)","3393","243","89184148","es","España","Comité Vacunas - AEP","null","Madrid","false","null","null","461763263584538624","[J@49938039","-1","0","null","<a href=http://bitly.com rel=nofollow>bitly</a>","false","es"
"@taracmcmillan for each vaccine, under VIS, who should not be vaccinated. Example - http://t.co/AgKUMilv14. #cdcvax.","CDC Vaccine","Thu May 01 00:32:16 EDT 2014","Bay Area, CA","UserJSONImpl{id=54886540, name='Dorit Reiss', screenName='doritmi', location='Bay Area, CA', description='', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/378800000478612874/fa5b85495ccb15fa77d61c4b5b02f288_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/378800000478612874/fa5b85495ccb15fa77d61c4b5b02f288_normal.jpeg', url='http://t.co/5zyJOfX5EV', isProtected=false, followersCount=188, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='C0DEED', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=148, createdAt=Wed Jul 08 08:55:57 EDT 2009, favouritesCount=663, utcOffset=-25200, timeZone='Pacific Time (US & Canada)', profileBackgroundImageUrl='http://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundImageUrlHttps='https://abs.twimg.com/images/themes/theme1/bg.png', profileBackgroundTiled=false, lang='en', statusesCount=2039, isGeoEnabled=false, isVerified=false, translator=false, listedCount=9, isFollowRequestSent=false}","doritmi","","188","148","54886540","en","Bay Area, CA","Dorit Reiss","null","Pacific Time (US & Canada)","false","null","null","461724762176102400","[J@72c743eb","-1","0","null","web","false","en"
"#SINS. Get your kids vaccinated you dumb twats. Your kid likes living more than he likes your personal beliefs. nnhttp://t.co/lrE65HpMMU","CDC Vaccine","Wed Apr 30 22:50:51 EDT 2014","Indyanner","UserJSONImpl{id=896101135, name='Hana Banana', screenName='hanaheadshark', location='Indyanner', description='Everybody get together and try to love one another right now. ????', isContributorsEnabled=false, profileImageUrl='http://pbs.twimg.com/profile_images/458717008159588353/FjgCblqh_normal.jpeg', profileImageUrlHttps='https://pbs.twimg.com/profile_images/458717008159588353/FjgCblqh_normal.jpeg', url='null', isProtected=false, followersCount=186, status=null, profileBackgroundColor='C0DEED', profileTextColor='333333', profileLinkColor='0084B4', profileSidebarFillColor='DDEEF6', profileSidebarBorderColor='FFFFFF', profileUseBackgroundImage=true, showAllInlineMedia=false, friendsCount=419, createdAt=Sun Oct 21 16:24:10 EDT 2012, favouritesCount=1168, utcOffset=-10800, timeZone='Atlantic Time (Canada)', profileBackgroundImageUrl='http://pbs.twimg.com/profile_background_images/690329796/46a4fd040b9eb9f8504a99bd7f41cef7.jpeg', profileBackgroundImageUrlHttps='https://pbs.twimg.com/profile_background_images/690329796/46a4fd040b9eb9f8504a99bd7f41cef7.jpeg', profileBackgroundTiled=true, lang='en', statusesCount=6707, isGeoEnabled=false, isVerified=false, translator=false, listedCount=1, isFollowRequestSent=false}","hanaheadshark","Everybody get together and try to love one another right now. ????","186","419","896101135","en","Indyanner","Hana Banana","null","Atlantic Time (Canada)","false","null","null","461699238263410688","[J@783c342b","-1","0","null","<a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>","false","en"
